time,date,itemid,price,discount,price_before_discount,stock,sold,item_status,cmt_count,liked_count,item_name,is_latest
1656682682,20220701,10190871203,142,68%,445,12419,20,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656640767,20220701,10190871203,142,68%,445,12416,20,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656608693,20220630,10190871203,142,68%,445,12416,20,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656596254,20220630,10190871203,142,68%,445,12416,21,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656553812,20220630,10190871203,142,68%,445,12419,21,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656524541,20220629,10190871203,142,68%,445,12419,21,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656521128,20220629,10190871203,142,68%,445,12418,21,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656467472,20220629,10190871203,142,68%,445,12418,20,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656440800,20220628,10190871203,142,68%,445,12418,20,normal,22,74,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656435834,20220628,10190871203,142,68%,445,12418,20,normal,22,73,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656380966,20220628,10190871203,142,68%,445,12419,20,normal,22,73,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656362438,20220627,10190871203,142,68%,445,12419,20,normal,22,73,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656354291,20220627,10190871203,142,68%,445,12419,20,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656349365,20220627,10190871203,142,68%,445,12420,20,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656339546,20220627,10190871203,142,68%,445,12420,22,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656294765,20220627,10190871203,142,68%,445,12421,22,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656262334,20220626,10190871203,142,68%,445,12421,22,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656208340,20220626,10190871203,142,68%,445,12421,25,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656174195,20220625,10190871203,142,68%,445,12421,25,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656170238,20220625,10190871203,142,68%,445,12421,24,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656121725,20220625,10190871203,142,68%,445,12421,24,normal,22,73,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656035102,20220624,10190871203,142,68%,445,12421,24,normal,22,73,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655955465,20220623,10190871203,142,68%,445,12421,24,normal,22,73,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655948631,20220623,10190871203,142,68%,445,12421,24,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655933974,20220622,10190871203,142,68%,445,12421,24,normal,22,72,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655862799,20220622,10190871203,142,68%,445,12421,24,normal,22,71,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655828960,20220621,10190871203,142,68%,445,12421,24,normal,22,71,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655775923,20220621,10190871203,142,68%,445,12421,23,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655744468,20220620,10190871203,142,68%,445,12421,23,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655689425,20220620,10190871203,142,68%,445,12421,25,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655657499,20220619,10190871203,142,68%,445,12421,25,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655603317,20220619,10190871203,142,68%,445,12421,26,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655571120,20220618,10190871203,142,68%,445,12421,26,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655516596,20220618,10190871203,142,68%,445,12421,28,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655505586,20220617,10190871203,142,68%,445,12421,28,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1655452790,20220617,10190871203,142,68%,445,12422,28,normal,22,70,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1654073178,20220601,10190871203,142,68%,445,12425,25,normal,17,62,Luvas De Goleiro De Futebol Adidas Americano Respirável,False
1656930161,20220704,13992870026,72,52%,151,20861,7,normal,1,319,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,True
1656919006,20220704,13992870026,72,52%,151,20861,7,normal,1,318,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656906764,20220704,13992870026,72,52%,151,20861,7,normal,1,317,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656899922,20220704,13992870026,72,52%,151,20861,7,normal,1,316,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656867156,20220703,13992870026,72,52%,151,20861,7,normal,1,315,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656862881,20220703,13992870026,72,52%,151,20861,6,normal,1,315,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656859058,20220703,13992870026,72,52%,151,20861,6,normal,1,314,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656857749,20220703,13992870026,72,52%,151,20862,6,normal,1,314,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656854700,20220703,13992870026,72,52%,151,20862,6,normal,1,313,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656851431,20220703,13992870026,72,52%,151,20862,6,normal,1,310,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656833828,20220703,13992870026,72,52%,151,20862,6,normal,1,309,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656822534,20220703,13992870026,72,52%,151,20862,6,normal,1,308,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656813343,20220703,13992870026,72,52%,151,20862,6,normal,1,306,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656782198,20220702,13992870026,72,52%,151,20862,6,normal,1,307,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656779019,20220702,13992870026,72,52%,151,20863,6,normal,1,307,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656771318,20220702,13992870026,72,52%,151,20863,5,normal,1,306,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656769280,20220702,13992870026,72,52%,151,20863,5,normal,1,305,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656766920,20220702,13992870026,72,52%,151,20863,5,normal,1,304,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656760469,20220702,13992870026,72,52%,151,20863,5,normal,1,302,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656740348,20220702,13992870026,72,52%,151,20863,5,normal,1,301,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656733558,20220702,13992870026,72,52%,151,20863,5,normal,1,300,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656726365,20220702,13992870026,72,52%,151,20863,5,normal,1,299,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656688818,20220701,13992870026,72,52%,151,20863,5,normal,1,299,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656665179,20220701,13992870026,72,52%,151,20862,5,normal,1,299,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656640770,20220701,13992870026,72,52%,151,20862,5,normal,1,298,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656631064,20220630,13992870026,72,52%,151,20862,5,normal,1,299,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656620380,20220630,13992870026,72,52%,151,20862,5,normal,1,298,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656606530,20220630,13992870026,72,52%,151,20862,5,normal,1,297,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656602412,20220630,13992870026,72,52%,151,20862,4,normal,1,297,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656596257,20220630,13992870026,72,52%,151,20863,4,normal,1,297,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656589048,20220630,13992870026,72,52%,151,20863,4,normal,1,295,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656584706,20220630,13992870026,72,52%,151,20863,4,normal,1,294,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656582060,20220630,13992870026,72,52%,151,20863,4,normal,1,292,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656566656,20220630,13992870026,72,52%,151,20863,4,normal,1,291,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656553815,20220630,13992870026,72,52%,151,20863,4,normal,1,289,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656524544,20220629,13992870026,72,52%,151,20863,4,normal,1,288,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656521130,20220629,13992870026,72,52%,151,20863,4,normal,0,287,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656516735,20220629,13992870026,72,52%,151,20863,4,normal,0,286,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656512111,20220629,13992870026,72,52%,151,20863,4,normal,0,285,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656467474,20220629,13992870026,72,52%,151,20863,4,normal,0,283,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656450872,20220628,13992870026,72,52%,151,20863,4,normal,0,283,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656447598,20220628,13992870026,72,52%,151,20863,4,normal,0,284,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656429559,20220628,13992870026,72,52%,151,20864,4,normal,0,284,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656423568,20220628,13992870026,72,52%,151,20864,4,normal,0,283,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656419836,20220628,13992870026,72,52%,151,20864,4,normal,0,282,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656380969,20220628,13992870026,72,52%,151,20864,4,normal,0,281,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656351852,20220627,13992870026,72,52%,151,20864,4,normal,0,282,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656294768,20220627,13992870026,72,52%,151,20865,4,normal,0,282,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656275975,20220626,13992870026,72,52%,151,20865,4,normal,0,282,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656208343,20220626,13992870026,72,52%,151,20865,4,normal,0,281,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656189603,20220625,13992870026,72,52%,151,20865,4,normal,0,281,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656188323,20220625,13992870026,72,52%,151,20865,4,normal,0,280,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656185802,20220625,13992870026,72,52%,151,20865,4,normal,0,279,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656181281,20220625,13992870026,72,52%,151,20865,4,normal,0,278,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656178723,20220625,13992870026,72,52%,151,20865,4,normal,0,275,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656175936,20220625,13992870026,72,52%,151,20865,4,normal,0,273,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656171671,20220625,13992870026,72,52%,151,20865,4,normal,0,272,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656170241,20220625,13992870026,72,52%,151,20865,4,normal,0,271,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656166512,20220625,13992870026,72,52%,151,20865,4,normal,0,270,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656164482,20220625,13992870026,72,52%,151,20865,4,normal,0,269,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656155686,20220625,13992870026,72,52%,151,20865,4,normal,0,268,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656121728,20220625,13992870026,72,52%,151,20865,4,normal,0,267,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656042151,20220624,13992870026,72,52%,151,20865,4,normal,0,267,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656035105,20220624,13992870026,72,52%,151,20865,4,normal,0,266,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1656006272,20220623,13992870026,72,52%,151,20865,4,normal,0,266,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655948634,20220623,13992870026,72,52%,151,20865,4,normal,0,265,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655939869,20220622,13992870026,72,52%,151,20865,4,normal,0,266,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655915277,20220622,13992870026,72,52%,151,20865,4,normal,0,265,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655872533,20220622,13992870026,72,52%,151,20865,1,normal,0,265,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655869011,20220622,13992870026,72,52%,151,20865,1,normal,0,266,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655862802,20220622,13992870026,72,52%,151,20865,1,normal,0,265,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655826294,20220621,13992870026,72,52%,151,20865,1,normal,0,265,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655775926,20220621,13992870026,72,52%,151,20865,1,normal,0,266,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655768365,20220620,13992870026,72,52%,151,20865,1,normal,0,259,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655757704,20220620,13992870026,72,52%,151,20865,1,normal,0,258,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655749336,20220620,13992870026,72,52%,151,20865,1,normal,0,257,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655738508,20220620,13992870026,72,52%,151,20865,1,normal,0,256,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655732324,20220620,13992870026,72,52%,151,20865,1,normal,0,255,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655728640,20220620,13992870026,72,52%,151,20865,1,normal,0,254,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655695034,20220620,13992870026,72,52%,151,20865,1,normal,0,253,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655689429,20220620,13992870026,72,52%,151,20865,1,normal,0,254,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655669920,20220619,13992870026,72,52%,151,20865,1,normal,0,256,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655667445,20220619,13992870026,72,52%,151,20865,1,normal,0,255,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655666027,20220619,13992870026,72,52%,151,20865,1,normal,0,251,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655664200,20220619,13992870026,72,52%,151,20865,1,normal,0,249,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655662796,20220619,13992870026,72,52%,151,20865,1,normal,0,248,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655660300,20220619,13992870026,72,52%,151,20865,1,normal,0,245,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655651828,20220619,13992870026,72,52%,151,20865,1,normal,0,244,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655649433,20220619,13992870026,72,52%,151,20865,1,normal,0,243,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655646095,20220619,13992870026,72,52%,151,20865,1,normal,0,242,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655610018,20220619,13992870026,72,52%,151,20865,1,normal,0,241,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655603320,20220619,13992870026,72,52%,151,20865,1,normal,0,239,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655594175,20220618,13992870026,72,52%,151,20865,1,normal,0,239,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655591927,20220618,13992870026,72,52%,151,20865,1,normal,0,238,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655590571,20220618,13992870026,72,52%,151,20865,1,normal,0,236,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655588274,20220618,13992870026,72,52%,151,20865,1,normal,0,235,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655586913,20220618,13992870026,72,52%,151,20865,1,normal,0,234,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655583449,20220618,13992870026,72,52%,151,20865,1,normal,0,233,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655581006,20220618,13992870026,72,52%,151,20865,1,normal,0,230,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655572563,20220618,13992870026,72,52%,151,20865,1,normal,0,229,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655524795,20220618,13992870026,72,52%,151,20865,1,normal,0,228,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655516600,20220618,13992870026,72,52%,151,20865,1,normal,0,227,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655509157,20220617,13992870026,72,52%,151,20865,1,normal,0,222,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655504246,20220617,13992870026,72,52%,151,20865,1,normal,0,221,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655500515,20220617,13992870026,72,52%,151,20865,1,normal,0,220,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655497053,20220617,13992870026,72,52%,151,20865,1,normal,0,218,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655493382,20220617,13992870026,72,52%,151,20865,1,normal,0,217,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655491646,20220617,13992870026,72,52%,151,20865,1,normal,0,216,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655484979,20220617,13992870026,72,52%,151,20865,1,normal,0,215,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655479086,20220617,13992870026,72,52%,151,20865,1,normal,0,214,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655469378,20220617,13992870026,72,52%,151,20865,1,normal,0,213,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
1655452792,20220617,13992870026,72,52%,151,20865,1,normal,0,212,Bijuterias Para Organizador Armazenamento Couro Portátil brinco Multifuncional Porta Joias De Com Caixa,False
